int_union_transfn	proven
intersection_bigint_set	proven
intersection_date_set	proven
intersection_float_set	proven
intersection_int_set	proven
intersection_set_bigint	proven
intersection_set_date	proven
intersection_set_float	proven
intersection_set_int	proven
intersection_set_set	proven
intersection_set_text	proven
intersection_set_timestamptz	proven
intersection_span_bigint	proven
intersection_span_date	proven
intersection_span_float	proven
intersection_span_int	proven
intersection_span_span	proven
intersection_span_spanset	proven
intersection_span_timestamptz	proven
intersection_spanset_bigint	proven
intersection_spanset_date	proven
intersection_spanset_float	proven
intersection_spanset_int	proven
intersection_spanset_span	proven
intersection_spanset_spanset	proven
intersection_spanset_timestamptz	proven
intersection_stbox_stbox	proven
intersection_tbox_tbox	proven
intersection_text_set	proven
intersection_timestamptz_set	proven
intersects_cbuffer_cbuffer	proven
intset_end_value	proven
intset_shift_scale	proven
intset_start_value	proven
intspan_lower	proven
intspan_shift_scale	proven
intspan_upper	proven
intspan_width	proven
intspanset_lower	proven
intspanset_shift_scale	proven
intspanset_upper	proven
intspanset_width	proven
left_bigint_set	proven
left_bigint_span	proven
left_bigint_spanset	proven
left_float_set	proven
left_float_span	proven
left_float_spanset	proven
left_int_set	proven
left_int_span	proven
left_int_spanset	proven
left_set_bigint	proven
left_set_float	proven
left_set_int	proven
left_set_set	proven
left_span_bigint	proven
left_span_float	proven
left_span_int	proven
left_span_span	proven
left_span_spanset	proven
left_spanset_bigint	proven
left_spanset_float	proven
left_spanset_int	proven
left_spanset_span	proven
left_spanset_spanset	proven
left_stbox_stbox	proven
left_stbox_tspatial	proven
left_tbox_tbox	proven
left_tbox_tnumber	proven
left_tnumber_tbox	proven
left_tnumber_tnumber	proven
left_tspatial_stbox	proven
left_tspatial_tspatial	proven
minus_bigint_set	proven
minus_bigint_span	proven
minus_bigint_spanset	proven
minus_date_set	proven
minus_date_span	proven
minus_date_spanset	proven
minus_float_set	proven
minus_float_span	proven
minus_float_spanset	proven
minus_int_set	proven
minus_int_span	proven
minus_int_spanset	proven
minus_set_bigint	proven
minus_set_date	proven
minus_set_float	proven
minus_set_int	proven
minus_set_set	proven
minus_set_text	proven
minus_set_timestamptz	proven
minus_span_bigint	proven
minus_span_date	proven
minus_span_float	proven
minus_span_int	proven
minus_span_span	proven
minus_span_spanset	proven
minus_span_timestamptz	proven
minus_spanset_bigint	proven
minus_spanset_date	proven
minus_spanset_float	proven
minus_spanset_int	proven
minus_spanset_span	proven
minus_spanset_spanset	proven
minus_spanset_timestamptz	proven
minus_text_set	proven
minus_timestamptz_set	proven
minus_timestamptz_span	proven
minus_timestamptz_spanset	proven
nad_stbox_stbox	proven
nad_tboxfloat_tboxfloat	proven
nad_tboxint_tboxint	proven
nad_tcbuffer_cbuffer	proven
nad_tcbuffer_geo	proven
nad_tcbuffer_stbox	proven
nad_tcbuffer_tcbuffer	proven
nad_tfloat_float	proven
nad_tfloat_tbox	proven
nad_tfloat_tfloat	proven
nad_tgeo_geo	proven
nad_tgeo_stbox	proven
nad_tgeo_tgeo	proven
nad_tint_int	proven
nad_tint_tbox	proven
nad_tint_tint	proven
nad_tnpoint_geo	wired
nad_tnpoint_stbox	wired
nad_tnpoint_tnpoint	proven
nad_tpose_geo	proven
nad_tpose_stbox	proven
